"Holdings","Weighting","Type","Ticker","Style","First Bought","Shares Owned","Shares Change","Sector","Market Value","Price","Day Change","Day high/low","Volume","52-Wk high/low","Country","3-Month Return","1-Year Return","3-Year Return","5-Year Return","Market Cap Mil","Currency","Morningstar Rating","YTD Return","P/E","Maturity Date","Coupon %","Yield to Maturity"
"Piper Jaffray Cos","0.05","EQUITY","-","-","2004-03-31","216013","-3925","-","12949979","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Innophos Holdings Inc","0.05","EQUITY","-","-","2007-06-30","294187","12729","-","12897158","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Exterran Corp","0.05","EQUITY","-","-","2015-11-30","481743","-4688","-","12862538","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Abercrombie & Fitch Co Class A","0.05","EQUITY","-","-","2013-12-31","1026838","-7036","-","12773865","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Milacron Holdings Corp","0.05","EQUITY","-","-","2015-12-31","723966","-68858","-","12734562","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"P.H. Glatfelter Co","0.05","EQUITY","-","-","2003-06-30","651234","-12297","-","12725112","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Encore Wire Corp","0.05","EQUITY","-","-","2009-06-30","297248","-2693","-","12692490","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Mueller Industries Inc","0.05","EQUITY","-","-","2017-06-30","413576","413576","-","12593389","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"iStar Inc","0.05","EQUITY","-","-","2008-09-30","1034816","-208","-","12459185","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Amkor Technology Inc","0.05","EQUITY","-","-","2013-12-31","1263255","-16618","-","12342001","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Maiden Holdings Ltd","0.05","EQUITY","-","-","2009-12-31","1111389","60888","-","12336418","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Columbia Sportswear Co","0.05","EQUITY","-","-","2013-06-30","210617","-1563","-","12228423","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Ethan Allen Interiors Inc","0.04","EQUITY","-","-","2014-03-31","376745","-4650","-","12168864","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"GMS Inc","0.04","EQUITY","-","-","2016-09-30","432655","27463","-","12157606","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Helix Energy Solutions Group Inc","0.04","EQUITY","-","-","2008-12-31","2126677","41166","-","11994458","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"American Assets Trust Inc","0.04","EQUITY","-","-","2013-12-31","302618","445","-","11920123","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Modine Manufacturing Co","0.04","EQUITY","-","-","2003-06-30","719017","-7508","-","11899731","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"General Cable Corp","0.04","EQUITY","-","-","2010-06-30","713048","-3097","-","11658335","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Archrock Inc","0.04","EQUITY","-","-","2011-12-31","1019916","-1155","-","11627042","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"BancFirst Corp","0.04","EQUITY","-","-","2003-06-30","120116","-60","-","11603206","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Ferro Corp","0.04","EQUITY","-","-","2011-12-31","632300","-5278","-","11564767","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Clearwater Paper Corp","0.04","EQUITY","-","-","2012-12-31","246790","8156","-","11537433","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Manitowoc Co Inc","0.04","EQUITY","-","-","2015-09-30","1913222","5291","-","11498464","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Investors Real Estate Trust","0.04","EQUITY","-","-","2015-03-31","1842526","-14333","-","11442086","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Donnelley Financial Solutions Inc","0.04","EQUITY","-","-","2016-10-31","495959","96360","-","11387219","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"DineEquity Inc","0.04","EQUITY","-","-","2013-06-30","258270","-3590","-","11376794","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Pennsylvania Real Estate Investment Trust","0.04","EQUITY","-","-","2003-06-30","1001511","-4217","-","11337105","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Sabra Health Care REIT Inc","0.04","EQUITY","-","-","2017-06-30","469980","469980","-","11326518","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Century Aluminum Co","0.04","EQUITY","-","-","2004-06-30","725992","359992","-","11310955","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Materion Corp","0.04","EQUITY","-","-","2012-12-31","302113","-2444","-","11299026","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"McGrath RentCorp","0.04","EQUITY","-","-","2009-06-30","325504","-22306","-","11272204","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Koppers Holdings Inc","0.04","EQUITY","-","-","2013-06-30","311172","11283","-","11248868","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Guess? Inc","0.04","EQUITY","-","-","2013-06-30","876603","-28247","-","11202986","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Summit Hotel Properties Inc","0.04","EQUITY","-","-","2017-06-30","599599","599599","-","11182521","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"PHH Corp","0.04","EQUITY","-","-","2005-03-31","810748","-8211","-","11164000","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Virtus Investment Partners Inc","0.04","EQUITY","-","-","2015-09-30","100171","1413","-","11113972","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Hersha Hospitality Trust","0.04","EQUITY","-","-","2016-09-30","600226","-4748","-","11110183","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Forestar Group Inc","0.04","EQUITY","-","-","2009-06-30","633261","146825","-","10860426","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Brooks Automation Inc","0.04","EQUITY","-","-","2014-06-30","499801","-510121","-","10840684","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Atkore International Group Inc","0.04","EQUITY","-","-","2016-09-30","479733","-2426","-","10817979","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"National Western Life Group Inc Class A","0.04","EQUITY","-","-","2003-06-30","33810","-352","-","10806352","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Aegion Corp Class A","0.04","EQUITY","-","-","2013-12-31","481583","-10837","-","10537036","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Getty Realty Corp","0.04","EQUITY","-","-","2003-06-30","418313","28056","-","10499656","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Quad/Graphics Inc Class A","0.04","EQUITY","-","-","2011-12-31","457597","-8218","-","10488123","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Comfort Systems USA Inc","0.04","EQUITY","-","-","2009-12-31","282025","-747","-","10463128","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"AVX Corp","0.04","EQUITY","-","-","2013-12-31","635212","-6166","-","10379364","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"LSC Communications Inc","0.04","EQUITY","-","-","2016-10-31","484777","7023","-","10374228","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Saul Centers Inc","0.04","EQUITY","-","-","2003-06-30","178440","-1416","-","10345951","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Rayonier Advanced Materials Inc","0.04","EQUITY","-","-","2014-09-30","654351","-6489","-","10286398","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Aimmune Therapeutics Inc","0.04","EQUITY","-","-","2015-09-30","495521","74027","-","10187912","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Diamond Offshore Drilling Inc","0.04","EQUITY","-","-","2015-03-31","935211","-4333","-","10128335","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Kelly Services Inc Class A","0.04","EQUITY","-","-","2003-06-30","448573","-4139","-","10070464","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Oritani Financial Corp","0.04","EQUITY","-","-","2010-12-31","590385","-6230","-","10066064","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Centennial Resource Development Inc A","0.04","EQUITY","-","-","2016-12-31","627672","-241164","-","9929771","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"H&E Equipment Services Inc","0.04","EQUITY","-","-","2015-12-31","485264","-3637","-","9904238","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Tesoro Corp","0.04","EQUITY","-","-","2017-06-30","105247","-437366","-","9851119","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"National Healthcare Corp","0.04","EQUITY","-","-","2009-12-31","140340","688","-","9843448","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"First Potomac Realty Trust","0.04","EQUITY","-","-","2005-12-31","885873","39449","-","9842049","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"RPX Corp","0.04","EQUITY","-","-","2016-03-31","700453","-15170","-","9771319","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Unisys Corp","0.04","EQUITY","-","-","2013-06-30","763314","-3070","-","9770419","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Insperity Inc","0.04","EQUITY","-","-","2013-06-30","135639","-990","-","9630369","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Schnitzer Steel Industries Inc Class A","0.04","EQUITY","-","-","2011-12-31","381235","-8923","-","9607122","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Hertz Global Holdings Inc","0.04","EQUITY","-","-","2016-07-31","834028","12027","-","9591322","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Genesco Inc","0.04","EQUITY","-","-","2015-09-30","282316","-4847","-","9570512","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Inter Parfums Inc","0.04","EQUITY","-","-","2013-06-30","259830","-2190","-","9522770","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Atwood Oceanics Inc","0.03","EQUITY","-","-","2014-12-31","1158757","-9253","-","9443870","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Greenlight Capital Re Ltd Class A","0.03","EQUITY","-","-","2011-06-30","447117","-5758","-","9344745","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Flagstar Bancorp Inc","0.03","EQUITY","-","-","2010-06-30","302748","1745","-","9330693","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"FBL Financial Group Inc","0.03","EQUITY","-","-","2004-06-30","150362","-2104","-","9247263","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"K12 Inc","0.03","EQUITY","-","-","2014-12-31","515574","-12291","-","9239086","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Hub Group Inc Class A","0.03","EQUITY","-","-","2017-06-30","237861","237861","-","9121969","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Denbury Resources Inc","0.03","EQUITY","-","-","2014-12-31","5956483","-108549","-","9113419","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Wesco Aircraft Holdings Inc","0.03","EQUITY","-","-","2012-06-30","819794","-17457","-","8894765","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Rent-A-Center Inc","0.03","EQUITY","-","-","2005-09-30","755643","-13257","-","8856136","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Dime Community Bancshares Inc","0.03","EQUITY","-","-","2003-06-30","450183","-8607","-","8823587","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Air Transport Services Group Inc","0.03","EQUITY","-","-","2011-06-30","403612","-369686","-","8790669","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Bankrate Inc","0.03","EQUITY","-","-","2015-09-30","669176","-15238","-","8598912","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Anworth Mortgage Asset Corp","0.03","EQUITY","-","-","2013-12-31","1429993","-24869","-","8594258","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Babcock & Wilcox Enterprises Inc","0.03","EQUITY","-","-","2015-07-31","730166","-8834","-","8586752","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"TeleTech Holdings Inc","0.03","EQUITY","-","-","2012-06-30","204568","-8963","-","8346374","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"NRG Yield Inc C","0.03","EQUITY","-","-","2017-06-30","472815","472815","-","8321544","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Essendant Inc","0.03","EQUITY","-","-","2012-06-30","560755","-4745","-","8315997","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Laureate Education Inc A","0.03","EQUITY","-","-","2017-03-31","473699","-5426","-","8303943","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"GNC Holdings Inc","0.03","EQUITY","-","-","2015-12-31","971570","-76459","-","8190335","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Tailored Brands Inc","0.03","EQUITY","-","-","2006-06-30","733367","-13416","-","8184376","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"TerraForm Power Inc Class A","0.03","EQUITY","-","-","2017-03-31","681123","-16681","-","8173476","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"National Presto Industries Inc","0.03","EQUITY","-","-","2013-06-30","73846","-6166","-","8159983","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Crocs Inc","0.03","EQUITY","-","-","2013-12-31","1052384","-7320","-","8113881","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Tootsie Roll Industries Inc","0.03","EQUITY","-","-","2004-06-30","231075","-6154","-","8052964","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Ashford Hospitality Trust Inc","0.03","EQUITY","-","-","2013-12-31","1311380","58489","-","7973190","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Hyster-Yale Materials Handling Inc Class A","0.03","EQUITY","-","-","2012-12-31","112461","-2349","-","7900385","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Nationstar Mortgage Holdings Inc","0.03","EQUITY","-","-","2016-12-31","438608","-5634","-","7846697","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Ensign Group Inc","0.03","EQUITY","-","-","2014-09-30","360097","-5377","-","7839312","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Buckle Inc","0.03","EQUITY","-","-","2013-06-30","438209","-7434","-","7800120","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"SunPower Corp","0.03","EQUITY","-","-","2016-06-30","833943","-13410","-","7789028","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Ramco-Gershenson Properties Trust","0.03","EQUITY","-","-","2017-06-30","593460","593460","-","7655634","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"TimkenSteel Corp","0.03","EQUITY","-","-","2014-07-31","497648","-5845","-","7648850","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"ArcBest Corp","0.03","EQUITY","-","-","2013-12-31","369115","15561","-","7603769","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"AG Mortgage Investment Trust Inc","0.03","EQUITY","-","-","2013-12-31","414288","-10215","-","7581470","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Express, Inc.","0.03","EQUITY","-","-","2013-12-31","1114514","-25450","-","7522970","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"The E W Scripps Co Class A","0.03","EQUITY","-","-","2016-06-30","421229","-14188","-","7502088","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Adtran Inc","0.03","EQUITY","-","-","2017-03-31","361283","-6177","-","7460494","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"United States Cellular Corp","0.03","EQUITY","-","-","2013-06-30","193834","-4817","-","7427719","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Superior Industries International Inc","0.03","EQUITY","-","-","2003-12-31","353800","-13215","-","7270590","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Finish Line Inc","0.03","EQUITY","-","-","2015-03-31","512836","-103350","-","7266886","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Sonic Automotive Inc Class A","0.03","EQUITY","-","-","2003-12-31","369670","-3850","-","7190082","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Landauer Inc","0.03","EQUITY","-","-","2014-09-30","136903","-2468","-","7160027","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Tredegar Corp","0.03","EQUITY","-","-","1999-12-31","469355","40105","-","7157664","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Greenhill & Co Inc","0.03","EQUITY","-","-","2017-03-31","353988","174527","-","7115159","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Kforce Inc","0.03","EQUITY","-","-","2013-06-30","360353","-12777","-","7062919","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Virtu Financial Inc A","0.03","EQUITY","-","-","2015-06-30","397585","9153","-","7017375","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Party City Holdco Inc","0.03","EQUITY","-","-","2016-12-31","446765","-10607","-","6991872","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Biglari Holdings Inc","0.03","EQUITY","-","-","2010-06-30","17473","3377","-","6984657","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"MoneyGram International Inc","0.03","EQUITY","-","-","2014-06-30","403994","43224","-","6968897","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"ProPetro Holding Corp","0.03","EQUITY","-","-","2017-06-30","496917","496917","-","6936961","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Dynegy Inc","0.03","EQUITY","-","-","2017-06-30","835047","835047","-","6905839","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Weis Markets Inc","0.03","EQUITY","-","-","2003-06-30","140727","-2179","-","6856219","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Haynes International Inc","0.02","EQUITY","-","-","2015-09-30","187011","-3706","-","6790369","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"FormFactor Inc","0.02","EQUITY","-","-","2010-06-30","546677","7966","-","6778795","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Barnes & Noble Inc","0.02","EQUITY","-","-","2013-12-31","872225","45644","-","6628910","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Hibbett Sports Inc","0.02","EQUITY","-","-","2017-03-31","318194","149497","-","6602526","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"OFG Bancorp","0.02","EQUITY","-","-","2008-06-30","657082","-16470","-","6570820","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Alon USA Energy Inc","0.02","EQUITY","-","-","2013-12-31","483612","-10399","-","6441712","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Invacare Corp","0.02","EQUITY","-","-","2005-12-31","485019","27223","-","6402251","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Fossil Group Inc","0.02","EQUITY","-","-","2015-06-30","615907","-10094","-","6374637","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Kronos Worldwide Inc","0.02","EQUITY","-","-","2011-06-30","346730","81879","-","6317421","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Computer Programs and Systems Inc","0.02","EQUITY","-","-","2016-12-31","192216","-3217","-","6304685","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Intra-Cellular Therapies Inc","0.02","EQUITY","-","-","2015-12-31","500574","7201","-","6217129","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Cato Corp Class A","0.02","EQUITY","-","-","2002-12-31","350859","-14604","-","6171610","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Seritage Growth Properties A","0.02","EQUITY","-","-","2015-09-30","146474","0","-","6144584","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Match Group Inc","0.02","EQUITY","-","-","2015-11-30","351581","-297305","-","6110478","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Pier 1 Imports Inc","0.02","EQUITY","-","-","2015-03-31","1163001","30164","-","6035975","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Movado Group Inc","0.02","EQUITY","-","-","2003-06-30","238464","3429","-","6021216","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Ascena Retail Group Inc","0.02","EQUITY","-","-","2017-03-31","2769836","1357684","-","5955147","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"PDL BioPharma Inc","0.02","EQUITY","-","-","2009-06-30","2407160","-122330","-","5945685","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Liberty TripAdvisor Holdings Inc Class A","0.02","EQUITY","-","-","2017-06-30","512106","512106","-","5940430","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Green Plains Inc","0.02","EQUITY","-","-","2014-09-30","285014","9702","-","5857038","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Griffon Corp","0.02","EQUITY","-","-","2014-06-30","265080","-3763","-","5818506","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"State Auto Financial Corp","0.02","EQUITY","-","-","2003-06-30","225836","4764","-","5810760","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Resources Connection Inc","0.02","EQUITY","-","-","2013-06-30","421253","-10788","-","5771166","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"OneBeacon Insurance Group Ltd A","0.02","EQUITY","-","-","2007-06-30","315915","4572","-","5759130","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Barnes & Noble Education Inc","0.02","EQUITY","-","-","2015-08-31","535327","7709","-","5690526","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"CVR Energy Inc","0.02","EQUITY","-","-","2013-09-30","259623","-5601","-","5649396","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"American Public Education Inc","0.02","EQUITY","-","-","2015-06-30","236913","3429","-","5602992","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"MuleSoft Inc A","0.02","EQUITY","-","-","2017-06-30","223640","223640","-","5577582","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Regis Corp","0.02","EQUITY","-","-","2005-12-31","537010","7709","-","5515093","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Ambac Financial Group Inc","0.02","EQUITY","-","-","2013-12-31","316778","-6016","-","5496098","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Fidelity & Guaranty Life","0.02","EQUITY","-","-","2014-03-31","176387","-4271","-","5476816","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Park Electrochemical Corp","0.02","EQUITY","-","-","2013-09-30","296687","4280","-","5464975","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"SunCoke Energy Inc","0.02","EQUITY","-","-","2012-06-30","500492","7201","-","5455363","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Caesars Entertainment Corp","0.02","EQUITY","-","-","2012-12-31","454657","6582","-","5455884","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Northfield Bancorp Inc","0.02","EQUITY","-","-","2014-09-30","316623","4572","-","5430084","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"PTC Therapeutics Inc","0.02","EQUITY","-","-","2014-12-31","293008","46273","-","5370837","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Phibro Animal Health Corp Class A","0.02","EQUITY","-","-","2016-06-30","143277","2032","-","5308413","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"New Media Investment Group Inc","0.02","EQUITY","-","-","2014-02-28","393312","9077","-","5301846","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"FutureFuel Corp","0.02","EQUITY","-","-","2013-12-31","339735","4915","-","5126601","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Fred's Inc Class A","0.02","EQUITY","-","-","2007-12-31","550307","11091","-","5079334","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"FTD Companies Inc","0.02","EQUITY","-","-","2013-11-30","252091","3661","-","5041820","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Central Garden & Pet Co","0.02","EQUITY","-","-","2007-06-30","158264","2286","-","5031213","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Iconix Brand Group Inc","0.02","EQUITY","-","-","2011-12-31","725202","-39287","-","5011146","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Investment Technology Group Inc","0.02","EQUITY","-","-","2010-06-30","235326","-237579","-","4998324","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"International Seaways Inc","0.02","EQUITY","-","-","2016-12-31","227670","3264","-","4933609","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"World Acceptance Corp","0.02","EQUITY","-","-","2009-12-31","65612","-1984","-","4914995","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
"Eastman Kodak Co","0.02","EQUITY","-","-","2013-12-31","539804","182581","-","4912216","-","-","-","-","-","-","-","-","-","-","-","USD","-","-","-","-","-","-"
